Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Fournitures,5142109,Caution,6,10,5,12,36741567,Conforme,Non,Oui
Etude,9392106,Aucune,3,8,1,10,19453362,Conforme,Oui,Non
Fournitures,9793051,Aucune,3,1,5,20,48257229,Conforme,Non,Non
Etude,4979485,Aucune,4,6,2,19,49017304,Non conforme,Non,Oui
Travaux,9456385,Aucune,4,9,4,11,29145700,Conforme,Non,Oui
Travaux,7183042,Aucune,3,10,0,12,12409094,Conforme,Oui,Non
Services,8225747,Aucune,8,3,0,20,48429648,Conforme,Oui,Non
Fournitures,9008596,Caution,8,10,3,14,22805632,Conforme,Oui,Non
Fournitures,7240558,Retenu,8,7,3,10,23434365,Conforme,Oui,Non
Travaux,7404470,Aucune,6,5,5,10,40830322,Non conforme,Non,Non
Travaux,4901796,Retenu,8,3,4,14,25166813,Conforme,Non,Oui
Etude,7735144,Retenu,8,10,2,19,13790263,Conforme,Non,Non
Fournitures,4409846,Caution,8,10,3,12,23572770,Conforme,Non,Oui
Travaux,4467355,Aucune,3,5,0,19,14675627,Conforme,Oui,Non
Etude,9467230,Aucune,4,2,0,14,37323896,Non conforme,Non,Non
Travaux,6699316,Retenu,8,10,4,18,37108640,Conforme,Non,Oui
Etude,9554480,Caution,3,3,0,11,24616930,Non conforme,Non,Non
Travaux,9630779,Caution,6,2,3,19,26713439,Non conforme,Oui,Non
Fournitures,9841577,Aucune,3,1,0,17,49851552,Conforme,Oui,Non
Travaux,7146381,Caution,3,4,2,15,38808827,Conforme,Non,Oui
Fournitures,6573731,Caution,8,2,1,17,13531107,Non conforme,Oui,Non
Travaux,5509981,Aucune,4,9,0,18,46765214,Non conforme,Oui,Non
Etude,6339218,Aucune,8,10,2,10,24887930,Conforme,Non,Non
Etude,8639512,Caution,8,4,2,16,30099161,Conforme,Non,Non
Services,8883197,Aucune,3,1,4,17,17802173,Conforme,Non,Oui
Travaux,4066019,Retenu,3,1,0,19,30125578,Non conforme,Non,Oui
Fournitures,6795578,Aucune,8,8,5,19,37932456,Conforme,Non,Oui
Travaux,4535083,Caution,6,7,5,10,33957412,Non conforme,Oui,Non
Travaux,7108683,Retenu,8,7,4,10,41140388,Conforme,Non,Oui
Etude,4915155,Caution,8,7,2,10,44861901,Conforme,Oui,Non
Fournitures,7206592,Retenu,3,7,0,19,31226878,Non conforme,Oui,Non
Services,9869371,Retenu,6,1,0,12,15740606,Conforme,Oui,Non
Travaux,6421490,Caution,4,2,1,10,32784311,Non conforme,Non,Non
Travaux,7729667,Retenu,6,6,1,11,28578130,Non conforme,Oui,Non
Etude,7705600,Retenu,3,2,2,10,29682411,Non conforme,Non,Non
Etude,8507321,Aucune,6,7,2,18,36169216,Non conforme,Oui,Non
Etude,9030118,Retenu,4,2,1,11,49379455,Conforme,Oui,Non
Etude,9108967,Retenu,8,4,0,17,39522421,Non conforme,Non,Non
Fournitures,9850163,Aucune,8,7,0,18,25414579,Non conforme,Non,Non
Etude,9380883,Aucune,3,9,2,10,39509397,Conforme,Non,Non
Services,4708501,Caution,6,4,5,14,18720037,Non conforme,Non,Oui
Fournitures,7475864,Caution,3,2,5,18,26427466,Conforme,Oui,Non
Etude,5749855,Aucune,3,10,4,16,42984613,Non conforme,Non,Oui
Travaux,7744652,Retenu,3,7,3,20,33535833,Conforme,Oui,Non
Travaux,4600450,Retenu,4,2,3,14,29454158,Conforme,Oui,Non
Travaux,4760824,Aucune,4,5,2,15,26413841,Conforme,Oui,Non
Services,5074784,Retenu,8,4,2,14,26128174,Non conforme,Oui,Non
Services,7711692,Retenu,3,5,4,14,30937828,Non conforme,Non,Oui
Etude,8901382,Aucune,4,1,5,10,36035007,Non conforme,Non,Non
Services,5797516,Caution,6,9,4,13,44929609,Conforme,Oui,Non
Travaux,5238050,Caution,6,10,1,16,26616918,Non conforme,Non,Oui
Travaux,6960109,Aucune,6,7,1,13,24977356,Non conforme,Oui,Non
Services,7906405,Retenu,8,9,2,15,27231985,Conforme,Oui,Non
Travaux,6939507,Caution,4,1,2,12,30381621,Non conforme,Non,Non
Services,8231632,Retenu,8,2,1,17,33182703,Conforme,Non,Oui
Fournitures,5950898,Caution,6,9,4,15,38771057,Conforme,Oui,Non
Services,5335009,Retenu,8,7,0,14,47211270,Non conforme,Non,Oui
Services,9977988,Retenu,4,4,4,19,33856464,Non conforme,Non,Oui
Fournitures,4465609,Aucune,4,6,4,18,18383547,Non conforme,Non,Oui
Travaux,8300860,Caution,3,4,4,12,42568437,Conforme,Non,Oui
Travaux,9323544,Aucune,6,8,0,16,49253225,Non conforme,Oui,Non
Services,7933753,Retenu,3,8,4,10,46061686,Conforme,Oui,Non
Etude,4388883,Caution,4,4,3,20,44536966,Conforme,Non,Oui
Etude,4342934,Retenu,3,6,2,13,12393221,Non conforme,Non,Non
Fournitures,9646288,Caution,3,1,1,19,10981332,Conforme,Non,Oui
Services,4888637,Retenu,4,4,4,18,11987854,Conforme,Non,Oui
Travaux,7708571,Retenu,8,5,5,12,21033417,Non conforme,Oui,Non
Fournitures,9272625,Caution,8,7,3,14,46347925,Conforme,Non,Oui
Fournitures,8054128,Retenu,4,1,1,18,12023696,Non conforme,Non,Oui
Services,8871224,Retenu,4,8,1,10,17626565,Conforme,Non,Oui
Travaux,8415446,Aucune,4,8,3,11,42733612,Conforme,Non,Oui
Services,9414741,Retenu,4,10,1,14,37824646,Conforme,Non,Oui
Travaux,8012663,Retenu,8,8,5,16,19623174,Non conforme,Non,Oui
Fournitures,6128919,Aucune,3,5,3,15,19529414,Non conforme,Non,Oui
Etude,9677448,Retenu,4,2,2,17,39584213,Conforme,Non,Oui
Fournitures,7158246,Caution,4,5,1,19,25357778,Non conforme,Non,Oui
Etude,7955972,Caution,3,8,0,17,49088053,Conforme,Oui,Non
Travaux,6913111,Caution,8,9,1,12,31278297,Non conforme,Oui,Non
Fournitures,7495818,Retenu,8,2,3,14,16407708,Conforme,Oui,Non
Etude,4944621,Caution,4,6,1,12,28840708,Non conforme,Oui,Non
Etude,7257153,Aucune,4,9,1,11,47125470,Non conforme,Oui,Non
Travaux,7999774,Retenu,3,9,4,19,20834538,Conforme,Oui,Non
Travaux,6982614,Caution,4,9,3,13,45302734,Conforme,Non,Oui
Services,4390170,Retenu,3,9,2,15,35489048,Non conforme,Oui,Non
Services,6174497,Aucune,6,7,5,17,45728837,Non conforme,Oui,Non
Travaux,9513041,Retenu,4,3,0,19,33252129,Conforme,Oui,Non
Fournitures,5043667,Retenu,8,5,1,16,18671884,Non conforme,Oui,Non
Fournitures,8011562,Aucune,3,1,0,14,18202629,Conforme,Non,Non
Etude,5498339,Retenu,3,7,3,16,18935281,Conforme,Non,Oui
Services,7983829,Caution,8,8,5,13,46484068,Conforme,Non,Oui
Travaux,8235934,Caution,8,10,2,12,44636725,Non conforme,Non,Non
Services,8619571,Caution,6,9,5,18,42870300,Conforme,Oui,Non
Travaux,5959899,Retenu,8,5,3,11,25482895,Conforme,Non,Oui
Travaux,9518321,Retenu,4,10,4,12,25706789,Conforme,Non,Non
Etude,8089888,Aucune,8,1,1,12,35190739,Non conforme,Non,Non
Travaux,8595357,Aucune,3,10,5,18,11208917,Conforme,Non,Oui
Fournitures,8196296,Caution,4,4,5,13,34812082,Non conforme,Oui,Non
Etude,7060163,Aucune,8,6,1,10,21626806,Conforme,Oui,Non
Fournitures,4269937,Retenu,4,7,0,16,29435774,Non conforme,Oui,Non
Services,6963737,Retenu,3,8,3,15,39442683,Conforme,Non,Oui
Fournitures,4247911,Retenu,6,7,5,16,40707755,Conforme,Non,Oui
Travaux,8249163,Retenu,8,7,1,14,35002359,Conforme,Oui,Non
Travaux,5729590,Aucune,6,10,5,10,40090570,Non conforme,Oui,Non
Travaux,8047731,Aucune,3,3,1,15,11810210,Non conforme,Non,Oui
Services,7837634,Caution,6,7,0,13,26752725,Conforme,Non,Oui
Etude,5800624,Aucune,4,8,1,19,48922487,Non conforme,Non,Oui
Travaux,9522448,Caution,3,3,0,13,26187059,Non conforme,Non,Non
Travaux,6778509,Caution,6,2,5,20,14877720,Conforme,Non,Oui
Fournitures,8380462,Caution,8,4,2,15,45833130,Non conforme,Oui,Non
Etude,5803321,Aucune,4,4,2,19,41663949,Conforme,Oui,Non
Services,7394435,Retenu,6,10,3,20,42222669,Non conforme,Oui,Non
Etude,4459057,Retenu,3,4,0,19,11667777,Conforme,Oui,Non
Fournitures,7988386,Aucune,6,7,3,16,20147031,Non conforme,Oui,Non
Fournitures,5930286,Aucune,6,2,3,14,40411298,Conforme,Non,Oui
Travaux,5360132,Caution,4,5,1,13,34394086,Non conforme,Oui,Non
Services,9870816,Retenu,8,4,3,14,22210256,Conforme,Non,Oui
Etude,5933143,Caution,3,5,2,16,30875127,Non conforme,Non,Oui
Etude,6238713,Retenu,4,9,3,12,14814262,Non conforme,Oui,Non
Etude,9989547,Caution,6,8,0,18,13881635,Conforme,Non,Oui
Etude,9818208,Aucune,3,7,4,13,10794131,Conforme,Oui,Non
Services,8809628,Caution,8,3,3,18,29260954,Non conforme,Oui,Non
Services,9727203,Caution,3,8,3,20,34321203,Non conforme,Non,Oui
Fournitures,5521691,Caution,6,7,3,11,43915989,Conforme,Oui,Non
Fournitures,6936683,Aucune,3,4,4,10,48097923,Conforme,Oui,Non
Travaux,9052182,Caution,6,8,5,20,26907426,Non conforme,Non,Oui
Services,8009759,Retenu,8,10,3,18,12232170,Non conforme,Non,Oui
Services,6505691,Aucune,8,7,2,11,13042101,Conforme,Non,Oui
Etude,4596027,Aucune,8,8,4,15,23752474,Conforme,Non,Non
Services,6144541,Aucune,3,9,4,17,17229744,Conforme,Non,Oui
Services,7529498,Aucune,3,8,0,11,35740972,Non conforme,Oui,Non
Fournitures,6726440,Caution,4,2,2,12,24633502,Conforme,Non,Oui
Fournitures,5764236,Caution,4,7,3,15,48720863,Conforme,Non,Oui
Services,9397605,Retenu,3,1,4,17,45859380,Conforme,Non,Oui
Fournitures,7563122,Caution,3,2,5,18,35290630,Non conforme,Non,Oui
Services,7093202,Retenu,3,7,4,15,10075494,Non conforme,Oui,Non
Etude,4562686,Retenu,3,2,0,19,30052045,Conforme,Oui,Non
Travaux,5664522,Caution,4,8,2,11,44058830,Non conforme,Non,Non
Services,6926452,Retenu,4,4,3,13,49815820,Non conforme,Non,Non
Etude,9116532,Caution,6,3,3,19,31514451,Non conforme,Oui,Non
Fournitures,5153677,Aucune,8,7,2,17,43818393,Non conforme,Non,Oui
Fournitures,4759566,Caution,3,5,3,11,40855524,Non conforme,Oui,Non
Services,9874598,Aucune,6,3,0,11,39361741,Conforme,Non,Non
Services,6367606,Retenu,6,10,5,19,48576292,Conforme,Oui,Non
Etude,4726819,Aucune,4,6,5,19,25180481,Conforme,Oui,Non
Travaux,9976820,Caution,3,5,5,14,13376454,Non conforme,Non,Oui
Services,5529072,Aucune,3,6,3,19,45674200,Non conforme,Non,Oui
Etude,7141067,Caution,4,1,4,17,24441354,Non conforme,Non,Oui
Etude,6150041,Caution,8,6,1,19,33155811,Conforme,Oui,Non
Services,6789507,Caution,4,4,5,14,47072779,Conforme,Oui,Non
Fournitures,6400688,Retenu,3,9,0,12,33109093,Non conforme,Non,Non
Travaux,5101659,Aucune,4,10,2,11,44927791,Conforme,Non,Oui
Fournitures,5700227,Caution,4,1,5,11,44321638,Conforme,Non,Oui
Services,8457159,Caution,3,8,0,16,20850077,Non conforme,Oui,Non
Etude,8170469,Retenu,6,8,4,11,48384278,Conforme,Non,Oui
Services,7009936,Aucune,6,3,4,13,34139577,Conforme,Non,Oui
Fournitures,6901624,Caution,8,3,5,12,10506328,Conforme,Non,Oui
Fournitures,7819094,Retenu,8,9,1,11,16549474,Conforme,Oui,Non
Etude,7852245,Aucune,3,5,1,20,38761477,Non conforme,Non,Non
Fournitures,8937797,Caution,4,4,3,16,39992501,Non conforme,Non,Oui
Services,9728407,Retenu,6,1,0,14,24418153,Conforme,Oui,Non
Travaux,5221386,Caution,4,9,0,13,12635263,Conforme,Oui,Non
Fournitures,6128437,Caution,3,5,4,13,13727061,Non conforme,Oui,Non
Travaux,4826232,Retenu,8,5,1,11,45000576,Conforme,Non,Oui
Etude,7023587,Retenu,6,8,4,12,12609912,Conforme,Non,Oui
Services,7138583,Aucune,3,6,3,17,28723009,Non conforme,Non,Oui
Etude,6848781,Retenu,8,6,2,15,11590269,Conforme,Non,Non
Fournitures,7930284,Aucune,8,6,0,14,30547556,Conforme,Oui,Non
Fournitures,6224437,Retenu,4,5,3,17,38178038,Conforme,Oui,Non
Fournitures,6054265,Caution,3,5,4,10,21407649,Conforme,Oui,Non
Travaux,4373616,Caution,8,6,2,12,15691654,Conforme,Non,Oui
Fournitures,4013112,Retenu,8,2,0,15,14454903,Conforme,Non,Oui
Travaux,4765270,Retenu,3,5,5,14,42925616,Conforme,Oui,Non
Services,9230011,Aucune,3,2,5,10,48498820,Conforme,Oui,Non
Services,5566895,Retenu,8,2,5,10,19049547,Conforme,Oui,Non
Travaux,5703592,Caution,4,2,4,18,27381469,Conforme,Oui,Non
Services,7468255,Aucune,6,9,2,13,49854722,Non conforme,Oui,Non
Fournitures,7573438,Retenu,3,7,4,16,37780239,Conforme,Non,Oui
Etude,9849508,Caution,8,10,2,14,34168448,Conforme,Non,Non
Fournitures,6114882,Aucune,6,8,4,14,18565328,Non conforme,Oui,Non
Fournitures,5339737,Aucune,6,6,5,13,15215705,Non conforme,Non,Non
Etude,4700191,Aucune,8,8,4,11,24331085,Non conforme,Oui,Non
Services,4361236,Aucune,4,2,4,13,14285433,Conforme,Oui,Non
Travaux,5231576,Aucune,3,9,3,18,27968139,Non conforme,Oui,Non
Etude,4167163,Caution,3,9,5,18,45898283,Conforme,Oui,Non
Services,7638955,Aucune,8,2,4,13,45931963,Non conforme,Non,Non
Fournitures,5442785,Retenu,8,7,0,11,33633136,Conforme,Oui,Non
Services,7621875,Caution,6,1,3,19,16339765,Non conforme,Non,Oui
Travaux,4250385,Aucune,6,9,3,18,27621633,Non conforme,Non,Oui
Etude,8919154,Aucune,6,4,5,15,41303288,Conforme,Oui,Non
Etude,8028824,Retenu,6,6,4,14,48952434,Conforme,Non,Oui
Travaux,6090928,Retenu,6,6,3,10,11874307,Conforme,Non,Oui
Services,5069001,Caution,8,5,2,12,28157821,Conforme,Non,Oui
Fournitures,4115056,Caution,6,9,5,13,48460022,Non conforme,Non,Non
Travaux,8100917,Retenu,4,8,0,19,15970950,Conforme,Oui,Non
Fournitures,4137124,Caution,4,9,2,13,30832217,Conforme,Oui,Non
Etude,5342426,Retenu,8,4,3,20,17365566,Conforme,Non,Non
Etude,4340643,Caution,4,5,2,15,45578357,Conforme,Non,Oui
Etude,8567341,Retenu,6,9,1,12,47418594,Non conforme,Non,Non
Etude,5935257,Retenu,6,1,1,13,45820983,Non conforme,Oui,Non
Travaux,8592502,Retenu,6,3,2,11,36917691,Conforme,Non,Oui
Services,8991157,Aucune,6,1,2,18,18744221,Conforme,Non,Oui
Travaux,7334574,Retenu,4,7,5,17,43781725,Conforme,Oui,Non
Travaux,9299959,Caution,6,10,5,10,35910162,Conforme,Oui,Non
Travaux,9922338,Caution,8,10,0,13,20227702,Non conforme,Non,Non
Travaux,7760650,Aucune,6,2,0,20,16302348,Conforme,Non,Oui
Services,6002492,Caution,6,2,2,14,19057018,Non conforme,Non,Oui
Etude,8925466,Caution,3,4,0,10,41373406,Non conforme,Oui,Non
Etude,9664632,Caution,8,8,3,14,15758203,Conforme,Oui,Non
Travaux,5903842,Aucune,4,9,1,12,26809270,Conforme,Oui,Non
Services,6315143,Aucune,8,4,3,13,33260191,Conforme,Non,Oui
Travaux,4402960,Retenu,8,3,1,10,41066672,Conforme,Non,Oui
Fournitures,4772480,Aucune,4,8,0,18,34428248,Conforme,Oui,Non
Etude,6033578,Aucune,6,9,3,12,45472290,Non conforme,Oui,Non
Travaux,5951901,Retenu,6,6,5,16,21881569,Non conforme,Non,Oui
Travaux,7939390,Aucune,6,1,2,20,15655521,Non conforme,Non,Oui
Fournitures,8456892,Caution,6,2,1,18,24527349,Non conforme,Oui,Non
Etude,5920996,Retenu,4,7,1,16,35602428,Non conforme,Non,Oui
Travaux,7172873,Caution,4,9,5,13,37926304,Non conforme,Non,Non
Fournitures,4936277,Caution,3,3,5,16,29855214,Conforme,Non,Oui
Services,5986369,Retenu,6,8,2,12,33690612,Conforme,Non,Oui
Fournitures,7430192,Aucune,3,4,5,14,12755913,Non conforme,Non,Oui
Services,7901182,Retenu,6,4,1,14,26018847,Non conforme,Non,Oui
Services,4172326,Caution,4,9,3,16,34864645,Non conforme,Non,Oui
Fournitures,9899976,Aucune,6,10,5,14,29710380,Conforme,Non,Non
Travaux,8669308,Caution,3,10,1,19,14255166,Conforme,Non,Oui
Services,9852641,Retenu,8,1,0,14,33960811,Conforme,Non,Oui
Services,8729124,Retenu,8,3,2,13,36877564,Conforme,Oui,Non
Travaux,6681824,Caution,3,10,5,16,41993836,Conforme,Oui,Non
Services,7439865,Retenu,6,6,3,13,24292515,Non conforme,Oui,Non
Etude,8855404,Retenu,4,5,3,12,32975947,Non conforme,Non,Non
Etude,8950199,Retenu,3,8,3,19,28522452,Non conforme,Non,Oui
Travaux,4385829,Retenu,3,1,0,19,12224378,Conforme,Oui,Non
Fournitures,9215823,Caution,8,7,0,16,48273720,Non conforme,Oui,Non
Travaux,9847263,Caution,6,4,3,18,39899017,Non conforme,Oui,Non
Fournitures,5938551,Retenu,8,9,3,17,41843682,Non conforme,Non,Oui
Services,6343175,Aucune,8,8,1,11,39991183,Non conforme,Oui,Non
Services,6185594,Caution,8,7,2,15,35921107,Conforme,Oui,Non
Travaux,4597923,Aucune,8,10,1,19,11171005,Non conforme,Non,Oui
Travaux,4661438,Retenu,3,6,3,13,45025149,Non conforme,Non,Non
Fournitures,4089243,Caution,4,4,4,12,10924294,Non conforme,Oui,Non
Travaux,6067209,Caution,6,4,3,12,17740518,Non conforme,Oui,Non
Fournitures,5867478,Caution,4,5,4,16,41357499,Conforme,Oui,Non
Services,8387224,Aucune,8,8,4,12,33703377,Conforme,Oui,Non
Travaux,9361718,Retenu,4,8,0,17,16985602,Non conforme,Non,Oui
Fournitures,9053017,Aucune,8,1,5,19,12763552,Conforme,Non,Non
Fournitures,5622736,Retenu,3,10,0,17,28741930,Non conforme,Non,Oui
Etude,9178244,Caution,8,4,1,13,16798825,Conforme,Non,Non
Services,5751654,Retenu,4,2,3,14,36078304,Conforme,Non,Oui
Services,6281643,Caution,8,6,0,11,22041403,Non conforme,Oui,Non
Fournitures,4100530,Aucune,3,9,3,18,24329583,Conforme,Oui,Non
Etude,8749781,Caution,3,1,1,19,14073003,Conforme,Non,Oui
Etude,5902655,Retenu,8,1,5,14,19346337,Conforme,Oui,Non
Etude,6154698,Caution,4,8,5,11,49620872,Non conforme,Non,Non
Services,6253460,Aucune,8,7,3,12,43068803,Non conforme,Non,Non
Etude,4680502,Aucune,8,5,3,19,27589278,Conforme,Non,Non
Etude,4343805,Retenu,3,6,2,16,11466303,Conforme,Non,Oui
Etude,7674117,Caution,8,1,1,12,20130731,Non conforme,Non,Non
Services,9683572,Retenu,6,5,2,14,21203225,Conforme,Non,Oui
Services,7399349,Aucune,4,3,1,19,36978537,Conforme,Non,Oui
Travaux,4663713,Caution,8,2,5,17,22389716,Non conforme,Oui,Non
Services,7557190,Caution,8,1,4,18,41648301,Non conforme,Non,Oui
Etude,8638587,Caution,4,6,1,20,10174316,Non conforme,Oui,Non
Etude,8992047,Caution,4,10,1,19,43181761,Non conforme,Oui,Non
Travaux,4902465,Retenu,4,4,3,12,22891295,Non conforme,Oui,Non
Travaux,4474035,Caution,4,7,4,13,20191200,Non conforme,Non,Non
Fournitures,8532819,Aucune,3,7,0,14,12665743,Non conforme,Non,Non
Travaux,6915237,Retenu,4,10,1,19,24842213,Non conforme,Oui,Non
Fournitures,7994479,Caution,4,7,0,17,13017749,Conforme,Non,Oui
Etude,5363387,Retenu,3,8,2,17,16339792,Non conforme,Non,Oui
Fournitures,9954409,Aucune,3,9,1,15,14434609,Non conforme,Non,Non
Services,9080892,Retenu,6,7,0,10,35072452,Non conforme,Non,Non
Fournitures,5088972,Caution,8,1,4,10,29327746,Non conforme,Oui,Non
Travaux,9757994,Aucune,4,8,0,14,14018306,Non conforme,Non,Non
Fournitures,8783696,Caution,4,9,5,13,35930157,Conforme,Non,Oui
Etude,8736814,Retenu,4,2,2,20,26211628,Conforme,Oui,Non
Services,4530747,Aucune,3,5,5,20,26358434,Conforme,Oui,Non
Travaux,9601469,Retenu,6,10,2,20,34060163,Conforme,Non,Non
Travaux,9177716,Aucune,3,8,1,17,35500882,Non conforme,Non,Oui
Travaux,7734517,Caution,8,5,5,13,23212653,Non conforme,Oui,Non
Travaux,6959426,Caution,8,1,2,20,29845185,Conforme,Oui,Non
Services,7680264,Retenu,4,8,2,11,31924811,Conforme,Non,Oui
Fournitures,4915960,Retenu,4,7,3,20,37899483,Non conforme,Oui,Non
Fournitures,9721852,Retenu,4,10,5,18,11553489,Non conforme,Non,Oui
Services,4724096,Retenu,8,1,0,14,40467567,Conforme,Oui,Non
Travaux,9657211,Aucune,4,6,5,13,10492173,Conforme,Oui,Non
Services,7641325,Retenu,3,5,3,18,35428834,Conforme,Oui,Non
Travaux,8961413,Retenu,8,5,1,18,49569586,Non conforme,Oui,Non
Etude,7288939,Caution,8,1,5,11,21296898,Conforme,Non,Non
Travaux,8472877,Retenu,4,7,3,20,24109700,Conforme,Oui,Non
Travaux,9396233,Aucune,6,6,4,18,21403314,Non conforme,Oui,Non
Services,4530360,Aucune,4,6,3,18,18085657,Conforme,Oui,Non
Fournitures,8340750,Retenu,4,2,4,11,10234749,Non conforme,Non,Non
Etude,7845186,Caution,4,2,4,18,29342160,Conforme,Oui,Non
Fournitures,4376526,Retenu,6,2,4,18,41204429,Non conforme,Oui,Non
Etude,8620393,Aucune,4,8,4,15,39543617,Non conforme,Oui,Non
Travaux,7445567,Aucune,6,3,3,20,21819722,Non conforme,Non,Oui
Fournitures,7302941,Aucune,8,6,1,16,42138369,Non conforme,Oui,Non
Etude,9265638,Caution,3,3,5,16,47752185,Non conforme,Non,Oui
Fournitures,9273273,Retenu,6,5,1,10,12148623,Conforme,Non,Oui
Etude,7135430,Retenu,4,5,5,10,44702613,Conforme,Oui,Non
Fournitures,6611549,Caution,3,2,4,13,35851603,Conforme,Oui,Non
Fournitures,5239057,Caution,6,4,0,13,32038216,Conforme,Oui,Non
Travaux,7554625,Retenu,8,2,5,14,33680512,Non conforme,Oui,Non
Fournitures,5090406,Retenu,8,2,2,14,18019731,Conforme,Non,Oui
Etude,4587637,Aucune,3,3,4,18,34816648,Non conforme,Non,Oui
Services,6711421,Retenu,4,4,3,19,33001947,Non conforme,Oui,Non
Travaux,7206239,Retenu,3,5,1,12,36364567,Conforme,Oui,Non
Etude,8835735,Retenu,3,2,5,20,48713965,Conforme,Non,Oui
Services,7400926,Retenu,6,1,0,15,15524365,Non conforme,Non,Oui
Services,9695985,Aucune,3,9,2,17,32195943,Conforme,Oui,Non
Services,7368417,Aucune,8,3,3,10,42414296,Non conforme,Oui,Non
Etude,6171216,Caution,4,10,5,13,10856174,Conforme,Non,Oui
Fournitures,9297527,Caution,8,4,2,20,28484984,Non conforme,Non,Oui
Fournitures,9252399,Retenu,4,3,4,13,10481188,Conforme,Non,Oui
Etude,8485312,Retenu,8,9,3,10,23421721,Conforme,Oui,Non
Services,5197806,Caution,8,7,2,10,13074203,Conforme,Oui,Non
Travaux,8801951,Caution,6,5,2,20,10907205,Non conforme,Oui,Non
Travaux,7724960,Retenu,4,1,3,19,20211094,Non conforme,Oui,Non
Services,8993618,Aucune,3,10,2,12,18418988,Conforme,Non,Oui
Etude,9829328,Caution,6,6,3,17,13096850,Non conforme,Oui,Non
Etude,6584103,Caution,3,5,4,19,21845714,Non conforme,Oui,Non
Fournitures,8267451,Aucune,3,2,2,13,39572504,Non conforme,Oui,Non
Services,6953329,Caution,3,7,3,10,11014511,Non conforme,Non,Non
Travaux,7450528,Aucune,8,5,5,20,18119228,Conforme,Non,Oui
Travaux,9717725,Caution,3,7,2,17,34560742,Conforme,Non,Oui
Fournitures,7621829,Aucune,6,4,0,11,28090716,Non conforme,Non,Non
Travaux,6835937,Retenu,3,6,2,17,25378271,Non conforme,Oui,Non
Fournitures,7181933,Aucune,3,6,2,14,12798260,Conforme,Non,Oui
Travaux,4319969,Caution,6,2,2,11,48821415,Non conforme,Non,Non
Etude,7224790,Retenu,3,9,0,10,45962966,Non conforme,Non,Non
Fournitures,8906532,Aucune,6,6,0,18,45066465,Non conforme,Non,Non
Etude,8757887,Caution,8,10,5,20,35620626,Non conforme,Non,Non
Etude,5922323,Caution,4,4,1,10,30469746,Non conforme,Oui,Non
Travaux,4678304,Aucune,6,9,4,14,42483438,Conforme,Oui,Non
Fournitures,4819413,Retenu,6,9,2,12,16001501,Conforme,Oui,Non
Fournitures,4753956,Aucune,6,4,5,18,44549101,Conforme,Oui,Non
Services,4964553,Retenu,4,1,4,17,15818479,Non conforme,Non,Oui
Services,4632666,Caution,3,5,3,11,47377374,Conforme,Oui,Non
Etude,6758418,Caution,4,8,5,15,16819910,Non conforme,Non,Oui
Services,7997911,Aucune,8,3,2,10,18824850,Non conforme,Oui,Non
Services,7128861,Aucune,8,3,1,18,24126383,Non conforme,Oui,Non
Fournitures,7622708,Aucune,6,4,2,17,44436470,Conforme,Oui,Non
Travaux,7184290,Retenu,3,9,5,17,29946174,Non conforme,Oui,Non
Services,4842470,Retenu,3,9,4,10,19262340,Non conforme,Non,Non
Travaux,6433089,Aucune,6,1,5,20,13369382,Non conforme,Non,Oui
Travaux,8874754,Aucune,8,8,1,15,13907317,Non conforme,Oui,Non
Etude,5571728,Aucune,6,5,2,17,47276340,Non conforme,Non,Oui
Services,4271685,Aucune,6,9,2,18,26088195,Conforme,Oui,Non
Travaux,9947830,Aucune,4,10,2,15,35701043,Conforme,Non,Non
Etude,4301372,Aucune,8,7,4,12,35104084,Non conforme,Non,Non
Travaux,7060735,Retenu,6,4,5,16,26612237,Conforme,Oui,Non
Etude,6832747,Aucune,4,10,5,11,29156304,Conforme,Oui,Non
Fournitures,8571400,Retenu,3,8,3,15,33677869,Conforme,Oui,Non
Fournitures,5319555,Aucune,6,7,1,12,47074735,Conforme,Oui,Non
Travaux,8451357,Aucune,4,7,5,12,15694839,Non conforme,Oui,Non
Fournitures,5688368,Caution,3,9,2,20,34834749,Conforme,Non,Oui
Travaux,6630245,Retenu,4,4,1,11,29023288,Conforme,Oui,Non
Etude,8888485,Caution,8,5,1,19,31022000,Non conforme,Non,Non
Etude,9893785,Caution,6,9,1,14,45814819,Non conforme,Oui,Non
Services,8269956,Aucune,3,3,2,10,33849285,Non conforme,Non,Non
Fournitures,9485197,Retenu,4,9,4,15,49837094,Non conforme,Non,Oui
Services,6298385,Caution,6,2,5,19,32099939,Non conforme,Non,Oui
Etude,8927442,Aucune,6,5,0,19,33160647,Conforme,Non,Non
Services,9523075,Retenu,4,6,2,15,15066693,Non conforme,Non,Oui
Services,9201502,Caution,4,2,2,13,28439485,Non conforme,Non,Non
Travaux,5003830,Caution,8,5,5,17,46543721,Conforme,Oui,Non
Etude,6041239,Caution,8,6,1,14,29612887,Non conforme,Oui,Non
Etude,6301170,Aucune,3,2,3,19,38586213,Conforme,Non,Non
Etude,9274359,Retenu,4,7,1,14,48320019,Conforme,Non,Oui
Travaux,6360742,Caution,3,9,0,10,10030780,Conforme,Non,Oui
